Crime_ID,FIR_Date,FIR_Time,State,District,Police_Station,Crime_Category,Crime_Subcategory,Severity,Victim_Age,Victim_Gender,Suspect_Age,Suspect_Gender,Weapon_Used,Arrest_Status,Case_Status,Latitude,Longitude,Estimated_Loss_INR,Crime_Description
CR202200126,2023-11-08,19:51,Uttar Pradesh,Varanasi,Varanasi Police Station,Burglary,House Break-in,Medium,34,Male,35,Male,Firearm,Arrested,Closed,30.3628,82.2479,79177,House Break-in reported in Varanasi.
CR202200127,2025-05-17,02:10,Telangana,Warangal,Warangal Police Station,Vandalism,Property Damage,Medium,64,Female,46,Female,Stick,Arrested,Under Investigation,33.8819,76.3897,340494,Property Damage reported in Warangal.
CR202200128,2025-04-04,04:26,Telangana,Hyderabad,Hyderabad Police Station,Cyber Crime,Phishing,Medium,48,Male,52,Male,Firearm,Arrested,Closed,18.4809,92.4576,40115,Phishing reported in Hyderabad.
CR202200129,2025-09-18,17:30,Tamil Nadu,Chennai,Chennai Police Station,Robbery,Armed Robbery,Medium,66,Male,58,Female,Knife,Arrested,Chargesheet Filed,11.693,74.223,25035,Armed Robbery reported in Chennai.
CR202200130,2022-03-30,10:07,Kerala,Kochi,Kochi Police Station,Chain Snatching,Snatching,Low,50,Male,44,Female,Firearm,Arrested,Under Investigation,28.3357,80.1632,338223,Snatching reported in Kochi.
CR202200131,2023-04-27,17:33,Kerala,Kochi,Kochi Police Station,Domestic Violence,Domestic Abuse,Low,34,Male,56,Female,Stick,Arrested,Chargesheet Filed,18.9736,68.4617,302342,Domestic Abuse reported in Kochi.
CR202200132,2022-06-24,03:48,Rajasthan,Jaipur,Jaipur Police Station,Drug Offence,Drug Possession,Low,20,Female,39,Male,Knife,Not Arrested,Closed,15.2711,82.9611,154836,Drug Possession reported in Jaipur.
CR202200133,2024-02-03,17:19,Maharashtra,Nagpur,Nagpur Police Station,Burglary,House Break-in,Medium,26,Female,33,Male,Stick,Not Arrested,Closed,8.3414,83.2199,443809,House Break-in reported in Nagpur.
CR202200134,2022-07-20,01:42,Madhya Pradesh,Bhopal,Bhopal Police Station,Domestic Violence,Domestic Abuse,High,70,Female,22,Male,Firearm,Arrested,Under Investigation,23.5626,72.5407,467283,Domestic Abuse reported in Bhopal.
CR202200135,2023-07-03,22:20,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Chain Snatching,Snatching,Low,66,Female,50,Female,,Arrested,Under Investigation,21.1929,88.4596,344198,Snatching reported in Thiruvananthapuram.
CR202200136,2025-02-25,16:31,Odisha,Cuttack,Cuttack Police Station,Fraud,Online Fraud,Low,31,Male,58,Male,Stick,Arrested,Closed,9.0287,75.8455,256267,Online Fraud reported in Cuttack.
CR202200137,2025-02-25,01:37,Gujarat,Ahmedabad,Ahmedabad Police Station,Cyber Crime,Phishing,High,64,Male,30,Male,,Not Arrested,Under Investigation,34.8669,90.5217,268713,Phishing reported in Ahmedabad.
CR202200138,2025-02-15,23:37,Delhi,New Delhi,New Delhi Police Station,Cyber Crime,Phishing,Medium,42,Female,33,Female,,Not Arrested,Under Investigation,9.1183,75.5858,318809,Phishing reported in New Delhi.
CR202200139,2024-06-29,15:22,Gujarat,Vadodara,Vadodara Police Station,Assault,Physical Assault,High,23,Female,54,Male,Stick,Not Arrested,Closed,33.2637,68.8424,282417,Physical Assault reported in Vadodara.
CR202200140,2025-05-24,20:38,Telangana,Hyderabad,Hyderabad Police Station,Cyber Crime,Phishing,Low,60,Male,49,Male,Firearm,Not Arrested,Chargesheet Filed,30.4313,74.3205,209730,Phishing reported in Hyderabad.
CR202200141,2023-06-18,17:02,Haryana,Gurugram,Gurugram Police Station,Theft,Vehicle Theft,High,21,Male,18,Female,,Not Arrested,Under Investigation,22.5729,90.1156,60514,Vehicle Theft reported in Gurugram.
CR202200142,2025-11-24,13:26,Punjab,Amritsar,Amritsar Police Station,Domestic Violence,Domestic Abuse,Medium,65,Female,25,Female,Firearm,Not Arrested,Closed,29.4782,81.7239,227433,Domestic Abuse reported in Amritsar.
CR202200143,2023-02-26,05:47,Tamil Nadu,Chennai,Chennai Police Station,Chain Snatching,Snatching,Medium,69,Female,18,Male,Stick,Arrested,Under Investigation,18.9274,87.3052,222463,Snatching reported in Chennai.
CR202200144,2022-07-23,22:22,Delhi,New Delhi,New Delhi Police Station,Kidnapping,Abduction,Low,19,Male,40,Male,,Arrested,Chargesheet Filed,15.1943,93.8033,394221,Abduction reported in New Delhi.
CR202200145,2022-09-23,11:40,Uttar Pradesh,Kanpur,Kanpur Police Station,Cyber Crime,Phishing,Low,29,Female,29,Female,Firearm,Not Arrested,Closed,33.7266,85.0055,117608,Phishing reported in Kanpur.
CR202200146,2023-02-19,23:05,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Cyber Crime,Phishing,High,35,Female,43,Male,Stick,Not Arrested,Closed,13.1685,77.993,92079,Phishing reported in Thiruvananthapuram.
CR202200147,2025-02-28,21:17,Delhi,New Delhi,New Delhi Police Station,Murder,Homicide,Low,32,Male,59,Female,Stick,Not Arrested,Under Investigation,13.1927,87.0438,50052,Homicide reported in New Delhi.
CR202200148,2024-09-07,03:20,Madhya Pradesh,Bhopal,Bhopal Police Station,Vandalism,Property Damage,High,25,Male,58,Male,Stick,Arrested,Closed,14.2909,81.0776,325163,Property Damage reported in Bhopal.
CR202200149,2022-11-21,14:23,Telangana,Hyderabad,Hyderabad Police Station,Kidnapping,Abduction,Low,67,Male,60,Female,Knife,Arrested,Under Investigation,24.1512,91.5479,332009,Abduction reported in Hyderabad.
CR202200150,2022-08-30,21:46,West Bengal,Siliguri,Siliguri Police Station,Vandalism,Property Damage,Medium,22,Male,38,Male,Stick,Arrested,Under Investigation,16.7366,96.5803,139354,Property Damage reported in Siliguri.
CR202200151,2023-04-19,17:43,Haryana,Gurugram,Gurugram Police Station,Sexual Harassment,Harassment,Low,31,Female,44,Female,,Arrested,Under Investigation,19.9276,96.9874,345899,Harassment reported in Gurugram.
CR202200152,2024-06-15,08:51,Rajasthan,Jodhpur,Jodhpur Police Station,Chain Snatching,Snatching,High,56,Male,48,Male,Knife,Arrested,Under Investigation,20.6967,75.9727,19881,Snatching reported in Jodhpur.
CR202200153,2022-01-27,07:13,Bihar,Patna,Patna Police Station,Domestic Violence,Domestic Abuse,Low,67,Female,18,Female,Firearm,Not Arrested,Chargesheet Filed,30.3646,92.2105,163065,Domestic Abuse reported in Patna.
CR202200154,2024-04-26,21:50,Uttar Pradesh,Lucknow,Lucknow Police Station,Assault,Physical Assault,Medium,33,Female,55,Male,Firearm,Arrested,Closed,14.4838,79.9156,114475,Physical Assault reported in Lucknow.
CR202200155,2022-11-01,11:17,Karnataka,Bengaluru,Bengaluru Police Station,Vandalism,Property Damage,High,53,Female,55,Male,Firearm,Arrested,Under Investigation,34.5121,74.8389,490911,Property Damage reported in Bengaluru.
CR202200156,2025-10-19,11:16,Tamil Nadu,Coimbatore,Coimbatore Police Station,Kidnapping,Abduction,Low,61,Male,57,Male,Firearm,Arrested,Chargesheet Filed,28.431,78.1732,281223,Abduction reported in Coimbatore.
CR202200157,2022-05-25,21:11,Maharashtra,Nagpur,Nagpur Police Station,Domestic Violence,Domestic Abuse,Low,30,Male,21,Male,Knife,Not Arrested,Closed,12.1183,96.0567,308434,Domestic Abuse reported in Nagpur.
CR202200158,2022-12-12,01:43,West Bengal,Kolkata,Kolkata Police Station,Cyber Crime,Phishing,Low,49,Female,42,Female,Knife,Arrested,Closed,17.4739,75.4417,397979,Phishing reported in Kolkata.
CR202200159,2025-12-15,05:25,Delhi,New Delhi,New Delhi Police Station,Assault,Physical Assault,Low,18,Female,52,Male,,Not Arrested,Closed,16.0624,75.5987,110265,Physical Assault reported in New Delhi.
CR202200160,2022-07-02,13:39,West Bengal,Siliguri,Siliguri Police Station,Chain Snatching,Snatching,High,34,Male,30,Female,Knife,Arrested,Under Investigation,11.0644,87.976,300219,Snatching reported in Siliguri.
CR202200161,2022-09-20,03:46,Delhi,New Delhi,New Delhi Police Station,Robbery,Armed Robbery,High,70,Female,53,Male,,Not Arrested,Closed,21.6753,83.2221,159072,Armed Robbery reported in New Delhi.
CR202200162,2024-07-09,09:47,Karnataka,Mysuru,Mysuru Police Station,Burglary,House Break-in,Low,44,Male,41,Female,Stick,Arrested,Under Investigation,10.7557,91.094,239202,House Break-in reported in Mysuru.
CR202200163,2022-07-22,09:35,Telangana,Warangal,Warangal Police Station,Chain Snatching,Snatching,Low,70,Female,61,Male,Knife,Not Arrested,Chargesheet Filed,21.7278,94.8131,158403,Snatching reported in Warangal.
CR202200164,2022-06-17,06:40,Odisha,Bhubaneswar,Bhubaneswar Police Station,Murder,Homicide,Low,68,Male,42,Male,Knife,Arrested,Chargesheet Filed,23.3477,93.596,425473,Homicide reported in Bhubaneswar.
CR202200165,2025-09-20,02:04,Kerala,Kochi,Kochi Police Station,Theft,Vehicle Theft,Low,33,Female,18,Male,Firearm,Arrested,Under Investigation,22.2026,94.0742,334326,Vehicle Theft reported in Kochi.
CR202200166,2024-10-04,08:32,Odisha,Bhubaneswar,Bhubaneswar Police Station,Fraud,Online Fraud,Medium,52,Female,38,Female,,Not Arrested,Closed,34.871,86.6088,115090,Online Fraud reported in Bhubaneswar.
CR202200167,2022-03-05,02:10,Punjab,Amritsar,Amritsar Police Station,Kidnapping,Abduction,Low,43,Female,30,Male,Firearm,Arrested,Under Investigation,34.0828,89.2654,484858,Abduction reported in Amritsar.
CR202200168,2022-11-02,00:02,Odisha,Cuttack,Cuttack Police Station,Missing Person,Missing Adult,Low,60,Female,20,Male,,Arrested,Closed,13.4986,94.6397,399004,Missing Adult reported in Cuttack.
CR202200169,2023-08-11,05:47,Haryana,Faridabad,Faridabad Police Station,Murder,Homicide,Low,19,Female,19,Female,Firearm,Arrested,Closed,21.8065,91.3528,374600,Homicide reported in Faridabad.
CR202200170,2024-02-01,16:25,West Bengal,Kolkata,Kolkata Police Station,Missing Person,Missing Adult,Low,27,Female,57,Female,Stick,Arrested,Under Investigation,16.2488,85.9106,153887,Missing Adult reported in Kolkata.
CR202200171,2023-09-10,07:44,Delhi,New Delhi,New Delhi Police Station,Fraud,Online Fraud,High,35,Male,54,Male,Knife,Arrested,Chargesheet Filed,21.0641,94.7682,421283,Online Fraud reported in New Delhi.
CR202200172,2024-01-05,09:28,Tamil Nadu,Coimbatore,Coimbatore Police Station,Domestic Violence,Domestic Abuse,High,67,Female,52,Male,Knife,Arrested,Under Investigation,27.4459,95.3604,304998,Domestic Abuse reported in Coimbatore.
CR202200173,2025-07-28,01:18,Tamil Nadu,Coimbatore,Coimbatore Police Station,Fraud,Online Fraud,High,25,Male,44,Female,Stick,Arrested,Closed,23.0406,73.677,200407,Online Fraud reported in Coimbatore.
CR202200174,2024-07-10,15:09,Telangana,Hyderabad,Hyderabad Police Station,Missing Person,Missing Adult,High,35,Male,39,Male,,Not Arrested,Closed,31.2636,89.911,73217,Missing Adult reported in Hyderabad.
CR202200175,2025-02-27,00:33,Gujarat,Vadodara,Vadodara Police Station,Missing Person,Missing Adult,High,24,Male,40,Male,,Arrested,Chargesheet Filed,32.4133,95.4519,347599,Missing Adult reported in Vadodara.
CR202200176,2023-01-06,20:46,Haryana,Faridabad,Faridabad Police Station,Vandalism,Property Damage,Low,25,Male,29,Male,Firearm,Arrested,Chargesheet Filed,31.6403,90.7917,113489,Property Damage reported in Faridabad.
CR202200177,2024-06-27,04:06,Bihar,Gaya,Gaya Police Station,Theft,Vehicle Theft,High,33,Female,44,Male,Firearm,Arrested,Under Investigation,10.2321,79.6705,149474,Vehicle Theft reported in Gaya.
CR202200178,2023-06-23,04:13,Odisha,Bhubaneswar,Bhubaneswar Police Station,Burglary,House Break-in,Low,64,Male,40,Male,Stick,Arrested,Under Investigation,27.8926,96.7152,441830,House Break-in reported in Bhubaneswar.
CR202200179,2022-01-25,16:36,Tamil Nadu,Madurai,Madurai Police Station,Burglary,House Break-in,Medium,58,Female,39,Female,Stick,Not Arrested,Closed,21.8071,68.8181,480273,House Break-in reported in Madurai.
CR202200180,2025-01-06,08:37,Gujarat,Surat,Surat Police Station,Drug Offence,Drug Possession,Medium,54,Male,65,Male,,Not Arrested,Closed,10.5229,68.0232,359411,Drug Possession reported in Surat.
CR202200181,2023-05-11,03:38,Odisha,Bhubaneswar,Bhubaneswar Police Station,Theft,Vehicle Theft,Low,66,Female,29,Male,,Arrested,Closed,12.6339,89.9975,270982,Vehicle Theft reported in Bhubaneswar.
CR202200182,2022-02-26,20:04,Punjab,Amritsar,Amritsar Police Station,Sexual Harassment,Harassment,Low,69,Male,40,Female,Knife,Not Arrested,Under Investigation,14.0436,89.9959,236581,Harassment reported in Amritsar.
CR202200183,2025-12-24,06:11,Punjab,Ludhiana,Ludhiana Police Station,Missing Person,Missing Adult,Medium,29,Female,47,Male,Firearm,Not Arrested,Closed,18.0651,89.2661,37250,Missing Adult reported in Ludhiana.
CR202200184,2025-12-25,01:35,Delhi,New Delhi,New Delhi Police Station,Kidnapping,Abduction,High,45,Female,48,Female,,Arrested,Under Investigation,21.0013,84.433,424418,Abduction reported in New Delhi.
CR202200185,2025-06-16,12:01,Karnataka,Bengaluru,Bengaluru Police Station,Assault,Physical Assault,Medium,60,Female,55,Male,,Arrested,Closed,32.5169,85.8619,312084,Physical Assault reported in Bengaluru.
CR202200186,2023-11-27,10:45,Telangana,Warangal,Warangal Police Station,Sexual Harassment,Harassment,High,26,Female,57,Female,Firearm,Not Arrested,Under Investigation,22.6807,76.5042,201162,Harassment reported in Warangal.
CR202200187,2022-03-31,21:34,Haryana,Gurugram,Gurugram Police Station,Vandalism,Property Damage,Medium,56,Female,33,Male,Firearm,Arrested,Closed,14.7636,93.778,447952,Property Damage reported in Gurugram.
CR202200188,2024-05-17,22:42,Punjab,Ludhiana,Ludhiana Police Station,Burglary,House Break-in,Medium,61,Male,31,Female,Stick,Not Arrested,Closed,11.0769,95.1577,228726,House Break-in reported in Ludhiana.
CR202200189,2025-03-16,22:47,Bihar,Gaya,Gaya Police Station,Sexual Harassment,Harassment,Low,50,Male,20,Female,Knife,Not Arrested,Chargesheet Filed,20.0057,79.1972,48093,Harassment reported in Gaya.
CR202200190,2025-02-19,16:16,Maharashtra,Mumbai,Mumbai Police Station,Cyber Crime,Phishing,Medium,61,Female,23,Female,Firearm,Not Arrested,Closed,8.867,90.3901,367437,Phishing reported in Mumbai.
CR202200191,2022-10-27,03:23,Punjab,Ludhiana,Ludhiana Police Station,Missing Person,Missing Adult,High,40,Female,31,Female,,Arrested,Chargesheet Filed,12.8421,69.8639,261646,Missing Adult reported in Ludhiana.
CR202200192,2023-07-17,01:15,Haryana,Faridabad,Faridabad Police Station,Fraud,Online Fraud,Low,68,Male,39,Female,,Arrested,Under Investigation,17.7749,80.5769,356820,Online Fraud reported in Faridabad.
CR202200193,2024-11-13,16:44,Bihar,Gaya,Gaya Police Station,Sexual Harassment,Harassment,High,49,Male,51,Female,Stick,Arrested,Closed,18.9607,79.0497,103806,Harassment reported in Gaya.
CR202200194,2023-12-24,08:14,Delhi,New Delhi,New Delhi Police Station,Burglary,House Break-in,High,39,Male,24,Male,Firearm,Not Arrested,Under Investigation,29.6401,79.6,15870,House Break-in reported in New Delhi.
CR202200195,2022-07-28,03:44,Telangana,Warangal,Warangal Police Station,Sexual Harassment,Harassment,High,23,Male,45,Female,Stick,Not Arrested,Chargesheet Filed,9.2171,80.977,273613,Harassment reported in Warangal.
CR202200196,2025-06-14,01:02,Gujarat,Surat,Surat Police Station,Fraud,Online Fraud,Low,38,Male,40,Male,Stick,Arrested,Under Investigation,8.3826,95.1772,450493,Online Fraud reported in Surat.
CR202200197,2025-05-04,20:11,Maharashtra,Mumbai,Mumbai Police Station,Fraud,Online Fraud,Medium,62,Female,20,Female,Firearm,Not Arrested,Under Investigation,25.673,88.4089,65647,Online Fraud reported in Mumbai.
CR202200198,2025-04-19,23:51,Kerala,Kochi,Kochi Police Station,Domestic Violence,Domestic Abuse,Medium,57,Male,28,Male,Firearm,Arrested,Chargesheet Filed,9.1504,93.9543,410612,Domestic Abuse reported in Kochi.
CR202200199,2024-04-09,08:34,Uttar Pradesh,Kanpur,Kanpur Police Station,Robbery,Armed Robbery,High,19,Male,45,Female,Knife,Arrested,Chargesheet Filed,15.9931,72.7706,361877,Armed Robbery reported in Kanpur.
CR202200200,2025-04-15,04:45,West Bengal,Kolkata,Kolkata Police Station,Assault,Physical Assault,High,40,Male,39,Female,Firearm,Not Arrested,Closed,26.2937,71.7944,430026,Physical Assault reported in Kolkata.
CR202200201,2025-04-03,18:52,Uttar Pradesh,Lucknow,Lucknow Police Station,Assault,Physical Assault,High,48,Male,53,Male,Firearm,Not Arrested,Closed,13.9842,85.141,2585,Physical Assault reported in Lucknow.
CR202200202,2023-01-17,20:40,Delhi,New Delhi,New Delhi Police Station,Burglary,House Break-in,Low,27,Male,33,Male,Stick,Arrested,Chargesheet Filed,24.636,70.3997,332481,House Break-in reported in New Delhi.
CR202200203,2022-06-28,04:08,Uttar Pradesh,Varanasi,Varanasi Police Station,Kidnapping,Abduction,Low,53,Female,20,Male,,Arrested,Chargesheet Filed,25.3635,74.8033,30940,Abduction reported in Varanasi.
CR202200204,2024-01-28,13:47,Telangana,Warangal,Warangal Police Station,Theft,Vehicle Theft,High,33,Female,41,Female,,Arrested,Closed,32.385,87.2083,122547,Vehicle Theft reported in Warangal.
CR202200205,2023-02-03,01:16,Gujarat,Surat,Surat Police Station,Chain Snatching,Snatching,High,49,Female,48,Female,Firearm,Arrested,Under Investigation,27.6547,81.3147,186026,Snatching reported in Surat.
CR202200206,2022-04-17,17:30,Bihar,Gaya,Gaya Police Station,Sexual Harassment,Harassment,Medium,48,Male,28,Female,Knife,Arrested,Closed,11.5218,84.5072,289092,Harassment reported in Gaya.
CR202200207,2024-06-07,07:01,Gujarat,Ahmedabad,Ahmedabad Police Station,Domestic Violence,Domestic Abuse,Low,67,Female,62,Female,Firearm,Not Arrested,Chargesheet Filed,32.3243,87.4535,285504,Domestic Abuse reported in Ahmedabad.
CR202200208,2022-04-07,04:09,Rajasthan,Jodhpur,Jodhpur Police Station,Robbery,Armed Robbery,Low,39,Male,57,Male,,Arrested,Closed,22.1429,76.6066,188556,Armed Robbery reported in Jodhpur.
CR202200209,2025-04-06,11:34,Haryana,Faridabad,Faridabad Police Station,Domestic Violence,Domestic Abuse,High,56,Male,29,Female,Knife,Not Arrested,Under Investigation,34.6716,71.0371,166114,Domestic Abuse reported in Faridabad.
CR202200210,2025-06-28,09:14,Uttar Pradesh,Lucknow,Lucknow Police Station,Missing Person,Missing Adult,High,21,Male,58,Male,Stick,Not Arrested,Chargesheet Filed,9.8739,90.7706,284844,Missing Adult reported in Lucknow.
CR202200211,2022-01-31,09:23,Kerala,Kochi,Kochi Police Station,Vandalism,Property Damage,High,22,Male,39,Female,,Not Arrested,Under Investigation,33.5307,95.0008,369838,Property Damage reported in Kochi.
CR202200212,2024-03-26,20:24,Gujarat,Vadodara,Vadodara Police Station,Vandalism,Property Damage,Medium,31,Male,38,Female,Stick,Not Arrested,Chargesheet Filed,29.0762,80.107,239082,Property Damage reported in Vadodara.
CR202200213,2022-08-20,01:05,Odisha,Bhubaneswar,Bhubaneswar Police Station,Vandalism,Property Damage,Medium,57,Male,41,Male,Stick,Not Arrested,Chargesheet Filed,11.1427,68.1712,89261,Property Damage reported in Bhubaneswar.
CR202200214,2025-10-16,17:39,Gujarat,Surat,Surat Police Station,Fraud,Online Fraud,Low,37,Male,54,Female,Firearm,Not Arrested,Closed,19.5775,75.5043,389799,Online Fraud reported in Surat.
CR202200215,2023-06-02,11:20,Madhya Pradesh,Bhopal,Bhopal Police Station,Theft,Vehicle Theft,Low,51,Male,35,Male,Firearm,Arrested,Under Investigation,31.7793,85.2786,473773,Vehicle Theft reported in Bhopal.
CR202200216,2025-10-08,18:43,West Bengal,Siliguri,Siliguri Police Station,Cyber Crime,Phishing,High,56,Male,47,Male,Stick,Arrested,Under Investigation,13.3951,84.182,259758,Phishing reported in Siliguri.
CR202200217,2023-03-24,05:07,West Bengal,Kolkata,Kolkata Police Station,Robbery,Armed Robbery,High,21,Male,29,Male,Stick,Not Arrested,Under Investigation,29.024,96.313,189424,Armed Robbery reported in Kolkata.
CR202200218,2024-03-16,12:14,Karnataka,Mangaluru,Mangaluru Police Station,Theft,Vehicle Theft,High,38,Female,63,Male,,Not Arrested,Under Investigation,28.4461,76.6308,352778,Vehicle Theft reported in Mangaluru.
